Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3952685,28.07.16 00:00,26.07.16 11:26,1920379,554095548,1920379,288,247,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952685,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,EF33DEF062C6AD14513A1EA3777D78AC,D5EF8128575D343A1A89613CBDFBBD43
SRR3952686,28.07.16 00:00,26.07.16 11:26,2455102,701372228,2455102,285,311,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952686,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,519530E28FCAD9B4A7E92A6D7FB274AF,888C5A7FF3CFE2C0E60D94AD55DC17F1
SRR3952687,28.07.16 00:00,26.07.16 11:27,2256589,648236814,2256589,287,285,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952687,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,5E80EFDD57E7C263FE5C7A0522DFFDB8,813E4D8E37A549B378B6E2B0F5F15CBC
SRR3952688,28.07.16 00:00,26.07.16 11:26,2223614,631815872,2223614,284,275,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952688,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,FD126341430E7773A5E4D6C5D844E45D,F72B6881962503A69A0C22EDC4EF8DB7
SRR3952689,28.07.16 00:00,26.07.16 11:26,2035737,584974358,2035737,287,259,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952689,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,155681B33B20DB7C3E2668691B092511,1CF7E06862B12B3B04CA43E248E8B037
SRR3952690,28.07.16 00:00,26.07.16 11:26,2220838,635645894,2220838,286,282,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952690,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,6A0DDAEA53D0DCB6464FCBAE263AF17A,1A5BDAC77BDFEAEBC5B77E0B9803CD7C
SRR3952691,28.07.16 00:00,26.07.16 11:26,2262277,651131081,2262277,287,286,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952691,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,DFEE067B26A397974B9D9140E253E00B,8D0DDD177348577FFED2705265808FE7
SRR3952692,28.07.16 00:00,26.07.16 11:26,2443583,700682045,2443583,286,306,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952692,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8E735506B2FA944DB5EC3898F90DA7A2,57FAC4DD99E5FF790B57EB5F4F0F784F
SRR3952693,28.07.16 00:00,26.07.16 11:26,1676733,479189109,1676733,285,209,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952693,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,E84411A3B9963BD0A2255D7071E419CC,7517C4D4752A3267ECA858506E6B5DDE
SRR3952694,28.07.16 00:00,26.07.16 11:26,2054579,588498772,2054579,286,259,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952694,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C44E60477C5D9F317707FCCC9BAF4EA5,9DAF15BE424F510681353EB0FF36C94E
SRR3952695,28.07.16 00:00,26.07.16 11:26,898766,258498335,898766,287,114,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952695,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,165DD61DE9889A8DB4C67E2F2CC9EDC8,2603DFBC417E96448F61539361AD76B9
SRR3952696,28.07.16 00:00,26.07.16 11:27,2299088,659658049,2299088,286,289,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952696,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,D87BE8D40C2C8B173CB5D7A0D62CED31,80E58C1860D5848D335C7E6B272C137F
SRR3952697,28.07.16 00:00,26.07.16 11:26,2139352,605599359,2139352,283,267,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952697,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,EA44056238C8E7A8CD50CD363610459A,91EA9AC3DDB6968F1BA95B7F2F623A0D
SRR3952698,28.07.16 00:00,26.07.16 11:26,1976730,567045980,1976730,286,248,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952698,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,A12A9C1C5CA42C29857290DD03D6B46F,CBFFFD3E5BF589BF7B300DCE0DE3DC7E
SRR3952699,28.07.16 00:00,26.07.16 11:26,2096654,598790742,2096654,285,262,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952699,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,67E85E9EE0888023320061547A43BC1F,44E9DB026166AB0857B2AC5000BA2D26
SRR3952700,28.07.16 00:00,26.07.16 11:26,1434880,413160135,1434880,287,182,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952700,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,26E386E89F5DD15F060449B534C2A820,3D0B2FB5B0B01FB50F69B67520C2473F
SRR3952701,28.07.16 00:00,26.07.16 11:26,2341104,672177271,2341104,287,293,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952701,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,CBAB07F268ED2BA6065CB6A4AF1FFE40,4E477A1CF63272DEC0B12AE55AB42A06
SRR3952702,28.07.16 00:00,26.07.16 11:27,2180501,619980683,2180501,284,274,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952702,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8347E1EBCE1B51A089B2E414E6D63A35,FF716F4F0CFA7ADBCC9B6FD9A9B14AD9
SRR3952703,28.07.16 00:00,26.07.16 11:27,2040515,579762306,2040515,284,256,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952703,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,B7EF1A13B8A10E35C6867422B4C96818,FD63B42D57F045EF0D9F2577E9A3B4DE
SRR3952704,28.07.16 00:00,26.07.16 11:27,2243247,629584567,2243247,280,272,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952704,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,79A058AA25AC58AB9BDDD3439D98695F,4AB785F31EEFA5A5053F745A6BDC6E6F
SRR3952705,28.07.16 00:00,26.07.16 11:27,2267849,652315577,2267849,287,286,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952705,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4C3A7F2FDEF7AE534AE3F083D217A441,42964463DA905AF4389D1CE636E7F7C9
SRR3952706,28.07.16 00:00,26.07.16 11:27,2348155,667322703,2348155,284,291,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952706,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,3CD3FA030AE012EB422CB24E00FB5CD0,90B71184162B560A1CEE1C9695DDD52B
SRR3952707,28.07.16 00:00,26.07.16 11:27,1944724,562393478,1944724,289,248,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952707,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,2B51F0BA9CAF179F85D6362756B3FCDD,21C041BD063BB5F8A2E1BA616ED6A038
SRR3952708,28.07.16 00:00,26.07.16 11:27,2203085,634142661,2203085,287,277,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952708,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,3454A9D4FADAFDEF7DAFDDA37208F8FF,D2E9DEAE09FE927EF29F8DA84D210433
SRR3952709,28.07.16 00:00,26.07.16 11:27,2273047,648887549,2273047,285,283,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952709,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8B475B576654FAAA63E73B5366D576C0,9E0ACCBDA553BD986388AD991591DA43
SRR3952710,28.07.16 00:00,26.07.16 11:27,2129642,610919697,2129642,286,270,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952710,SRX1977200,H7_derived_Sclrtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,A6DE557F3F2CFF79BCD8F9F9290478AF,284A7C43260094296B80424EFBF66DA5
SRR3952711,28.07.16 00:00,26.07.16 11:27,2480795,716424922,2480795,288,315,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952711,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,9BCF2B5C28B66736D64A9CB8B8E02D69,2D802E79474175DEC22896708BE494BC
SRR3952712,28.07.16 00:00,26.07.16 11:27,2456319,704964550,2456319,287,308,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952712,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,9FEA4923723DBA282DA88B2420390FF3,8A52C19D1A7A5EB46F02CE708D0A779A
SRR3952713,28.07.16 00:00,26.07.16 11:27,2306199,665108285,2306199,288,294,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952713,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,DD345B6D3CFA39548EAA159CA4A7BA55,008C826FEB9AF08EA29BF052139F9F53
SRR3952714,28.07.16 00:00,26.07.16 11:27,2307720,664190082,2307720,287,291,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952714,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,33E2376835B1EBC6F0F502A9B341DAC0,9F377E1E8ED0D31500341AA15B16C27C
SRR3952715,28.07.16 00:00,26.07.16 11:27,2276982,657710074,2276982,288,291,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952715,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,64EA2DF8C3FFC13C2C42120F0CC1F1F6,5E8DBEE009BDBED01E5D6C6557373E96
SRR3952716,28.07.16 00:00,26.07.16 11:27,2390146,684378439,2390146,286,297,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952716,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,250283376D73DCA8834CE9256196047B,95772566C4671DE0F46467FFC9E94A69
SRR3952717,28.07.16 00:00,26.07.16 11:27,2105240,606339418,2105240,288,269,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952717,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,F4A357F0117772E7EEC9890D9A0AD5CE,71BE21829006B00CB1A17922116D4E84
SRR3952718,28.07.16 00:00,26.07.16 11:27,2061491,593972784,2061491,288,262,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952718,SRX1977201,H7_derived_D5CntrlDrmmtm_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,F06DEA00CDB24872A059FFD2817961A2,EDB35314C817EEC38F54028F40792CD4
